months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_deductable,policy_annual_premium,policy_limit,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,auto_make,auto_model,auto_year,weather_condition,previous_claims,avg_past_claim_amount,max_past_claim_amount,tenure_days,vehicle_age,seasonal_factor,time_factor,weather_factor,total_claim_amount,frequency
6,20,PN00002544,2020-03-23,NY,2000,3272.514061237357,250000,500000,71456,Female,Bachelor,Clerical,Widowed,50376.83524910184,11955.741374769685,2024-01-05,Natural Disaster,Head-on,Minor,16,2,2,4,False,BMW,SUV,2006,Clear,1,17845.1792094714,17845.1792094714,1383,18,1.1,1.1,1.0,12957.370368259068,0
39,42,PN00002545,2022-08-17,IL,1000,4341.156156250219,250000,250000,28440,Male,PhD,Clerical,Divorced,8602.959119799325,7730.734391549321,2016-05-21,Collision,Parked Car,Minor,16,3,4,1,False,Honda,SUV,2003,Snow,0,0.0,0.0,0,13,1.05,1.1,1.5,6407.030188596473,0
42,86,PN00002546,2020-10-20,IL,500,4552.648555414047,100000,500000,98066,Female,Bachelor,Sales,Married,88774.9706381665,34357.28752070321,2023-07-27,Collision,Head-on,Minor,19,4,1,1,False,BMW,Convertible,2023,Snow,1,8034.893460343445,8034.893460343445,1010,0,1.0,1.0,1.5,12435.287508298039,3
115,72,PN00002547,2018-11-12,TX,2000,2249.9889672911186,500000,500000,19493,Male,High School,Sales,Divorced,65580.70466274784,37764.58358806299,2021-12-20,Collision,Rear-end,Minor,23,3,4,4,True,Honda,Truck,2015,Snow,0,0.0,0.0,1134,6,1.1,1.2,1.5,6432.852865432269,1
115,57,PN00002548,2016-06-09,FL,1000,1279.624494757487,250000,0,74181,Female,PhD,Teacher,Widowed,3681.2118546848073,21020.115524994515,2018-06-04,Collision,Side-swipe,Minor,7,4,2,1,True,Chevrolet,Coupe,2002,Snow,1,14517.177079892983,14517.177079892983,725,16,1.0,1.1,1.5,7784.060228106609,0
58,67,PN00002549,2023-10-01,NY,250,4180.3718180362275,1000000,0,30646,Female,High School,Manager,Married,905.673904359694,12140.47065909843,2020-12-15,Theft,Parked Car,Minor,5,2,1,0,False,BMW,Truck,2016,Fog,0,0.0,0.0,0,4,1.1,1.0,1.2,9829.469946128873,3
118,50,PN00002550,2021-03-08,IL,250,1461.8889828476742,500000,250000,74762,Male,Master,Manager,Single,8772.157357657872,22436.18913740047,2023-10-24,Theft,Side-swipe,Minor,22,3,4,4,False,Ford,SUV,2005,Fog,0,0.0,0.0,960,18,1.05,1.2,1.2,6515.212886738467,0
12,35,PN00002551,2022-03-05,TX,250,4680.278013870886,100000,500000,97313,Male,PhD,Teacher,Single,82195.53917712043,25817.967605275666,2016-07-14,Natural Disaster,Head-on,Major,7,4,0,2,True,Honda,Convertible,2017,Rain,2,7732.763631953502,12409.85340872048,0,-1,1.0,1.1,1.3,15408.883099833056,0
3,74,PN00002552,2021-08-04,CA,500,602.9507534985655,1000000,500000,44384,Male,Master,Clerical,Divorced,48130.76914402751,27170.193629634592,2023-02-13,Vandalism,Head-on,Minor,22,3,1,3,False,Chevrolet,SUV,2013,Clear,0,0.0,0.0,558,10,1.1,1.2,1.0,6387.772880949933,1
109,33,PN00002553,2017-01-15,IL,500,4645.7203217868655,100000,250000,67461,Male,High School,Manager,Divorced,33530.11953057039,22168.3727020514,2021-11-11,Natural Disaster,Parked Car,Totaled,1,3,4,2,False,Chevrolet,Coupe,2003,Rain,0,0.0,0.0,1761,18,1.05,1.2,1.3,19988.62993734228,4
18,55,PN00002554,2023-08-11,TX,2000,3151.3234667542824,100000,500000,86514,Male,High School,Clerical,Married,24929.3412375978,186.6874202204827,2023-03-10,Natural Disaster,Rear-end,Minor,21,4,2,0,False,Toyota,Sedan,2014,Rain,0,0.0,0.0,0,9,1.05,1.0,1.3,3865.8953374746498,2
40,58,PN00002555,2016-06-12,CA,250,3986.3395243079663,1000000,500000,61551,Female,Bachelor,Engineer,Divorced,50685.79840382504,23588.889208105542,2023-06-06,Theft,Side-swipe,Major,19,1,0,3,True,Chevrolet,Coupe,2000,Snow,0,0.0,0.0,2550,23,1.0,1.0,1.5,9456.263602404166,0
21,24,PN00002556,2019-11-08,FL,500,2293.21664178982,100000,500000,90066,Male,Master,Sales,Married,8304.022481826856,17363.59446064191,2024-01-13,Vandalism,Rear-end,Minor,16,3,2,3,False,Ford,SUV,2018,Fog,1,6331.881972808978,6331.881972808978,1527,6,1.1,1.1,1.2,7724.351545995272,0
15,70,PN00002557,2020-08-21,CA,250,4962.7233135899605,100000,500000,98716,Male,Master,Manager,Divorced,61718.04600309152,27828.09987724883,2023-05-27,Natural Disaster,Head-on,Major,11,4,3,0,True,Toyota,SUV,2012,Clear,1,4820.357514687754,4820.357514687754,1009,11,1.05,1.0,1.0,12099.702640820557,2
97,80,PN00002558,2015-08-15,IL,2000,1523.981424048307,100000,100000,35872,Female,Bachelor,Sales,Divorced,38052.73882445787,3468.9292572408494,2017-02-25,Vandalism,Head-on,Major,0,3,3,1,True,BMW,Coupe,2021,Snow,0,0.0,0.0,560,-4,1.1,1.2,1.5,11647.423997145914,1
99,49,PN00002559,2016-05-23,NY,1000,1689.5464818717865,100000,250000,64673,Male,Master,Teacher,Widowed,85844.00328054972,43959.46303608901,2020-05-18,Natural Disaster,Rear-end,Major,4,1,2,0,True,Chevrolet,Truck,2004,Rain,0,0.0,0.0,1456,16,1.05,1.2,1.3,7861.7549115360725,0
26,55,PN00002560,2020-10-23,CA,500,731.4459981686282,100000,250000,90626,Female,High School,Engineer,Divorced,75442.68541976422,43772.05075540977,2023-09-28,Theft,Head-on,Major,18,3,4,2,True,Honda,Coupe,2018,Fog,0,0.0,0.0,1070,5,1.05,1.1,1.2,5587.961270202476,0
8,39,PN00002561,2016-09-18,NY,500,4732.130133776473,500000,500000,52453,Female,High School,Manager,Single,1836.617557402298,28205.77163975503,2019-06-16,Vandalism,Parked Car,Major,12,3,3,4,False,BMW,Convertible,2016,Snow,0,0.0,0.0,1001,3,1.0,1.0,1.5,20408.51016787254,2
100,33,PN00002562,2018-05-30,NY,1000,2552.1318661940427,250000,250000,27690,Male,High School,Manager,Single,16649.806337942908,36855.98355295052,2020-12-23,Natural Disaster,Head-on,Minor,19,1,2,4,True,Toyota,Convertible,2013,Rain,0,0.0,0.0,938,7,1.1,1.0,1.3,10053.610628440952,1
112,69,PN00002563,2016-11-05,CA,500,3536.8358662370715,500000,100000,12061,Female,High School,Clerical,Widowed,47403.45139509424,21895.18703072805,2016-08-02,Theft,Parked Car,Minor,0,3,1,0,False,Honda,Truck,2000,Clear,0,0.0,0.0,0,16,1.0,1.2,1.0,4329.589667584293,5
94,46,PN00002564,2016-10-25,FL,2000,3593.483273582783,500000,500000,52331,Male,PhD,Sales,Widowed,65868.02651598134,29514.992214608654,2022-09-16,Collision,Side-swipe,Major,22,4,0,1,True,BMW,Truck,2016,Clear,0,0.0,0.0,2152,6,1.05,1.2,1.0,15792.624432899262,2
87,33,PN00002565,2018-08-14,CA,500,4435.259415272049,250000,0,55283,Female,Bachelor,Engineer,Widowed,71512.59495960554,30883.7090435653,2016-01-20,Vandalism,Head-on,Major,9,3,3,2,False,Toyota,Truck,2011,Rain,0,0.0,0.0,0,5,1.1,1.1,1.3,11955.084752361478,3
42,34,PN00002566,2022-12-15,TX,500,3492.1636279088416,250000,100000,19843,Female,PhD,Clerical,Widowed,81624.32629685213,17694.429204566626,2016-07-18,Natural Disaster,Side-swipe,Totaled,21,4,1,4,True,Chevrolet,Coupe,2017,Rain,1,7092.833126145407,7092.833126145407,0,-1,1.0,1.0,1.3,15995.22248567393,0
44,81,PN00002567,2017-07-12,NY,1000,3029.0953203688423,1000000,0,56058,Female,PhD,Engineer,Married,4921.86146600856,48043.608664906606,2024-08-29,Theft,Head-on,Major,3,2,3,0,True,Toyota,Coupe,2022,Rain,1,6792.055890624054,6792.055890624054,2605,2,1.0,1.2,1.3,13131.658017951551,0
14,30,PN00002568,2018-11-18,IL,2000,3696.433358859696,100000,250000,22081,Male,Master,Engineer,Divorced,1848.3200013226453,30130.184810809973,2020-03-25,Collision,Side-swipe,Totaled,22,3,0,0,False,Honda,Convertible,2003,Snow,1,24385.952954562028,24385.952954562028,493,17,1.05,1.2,1.5,28982.56264103327,0
78,89,PN00002569,2020-10-26,NY,250,3879.368595514069,250000,250000,10735,Male,Bachelor,Teacher,Divorced,60050.57333057314,49526.575810960494,2024-08-08,Vandalism,Parked Car,Minor,10,3,1,1,False,Honda,Coupe,2023,Snow,0,0.0,0.0,1382,1,1.0,1.0,1.5,9419.762881441957,1
2,73,PN00002570,2018-03-09,IL,250,1336.6757581181687,1000000,250000,21804,Male,PhD,Teacher,Single,72382.69471944546,21618.53840690165,2018-04-06,Natural Disaster,Parked Car,Totaled,19,4,3,1,False,Toyota,SUV,2016,Snow,0,0.0,0.0,28,2,1.05,1.0,1.5,19694.11311515935,0
119,22,PN00002571,2015-11-20,TX,1000,993.5016753953885,1000000,500000,87776,Female,PhD,Clerical,Single,78669.61224411418,1616.0383793755839,2018-10-19,Natural Disaster,Parked Car,Minor,5,4,0,2,False,Honda,Truck,2002,Clear,4,8633.025571778464,16015.522872596175,1064,16,1.05,1.0,1.0,6752.668578081417,2
37,29,PN00002572,2017-10-23,TX,2000,836.819827185034,500000,100000,26360,Female,Bachelor,Clerical,Single,15571.55845720336,15121.84915197405,2020-03-14,Natural Disaster,Head-on,Totaled,2,4,2,1,True,Honda,Sedan,2005,Fog,1,3985.836760686425,3985.836760686425,873,15,1.05,1.2,1.2,18859.941089077798,0
69,58,PN00002573,2017-03-15,TX,1000,2183.2407253514148,1000000,100000,74919,Female,High School,Clerical,Married,96873.60171685627,32539.386610286096,2018-09-04,Collision,Side-swipe,Totaled,4,2,4,1,False,Ford,Sedan,2002,Clear,0,0.0,0.0,538,16,1.05,1.2,1.0,9557.53831482071,0
38,20,PN00002574,2022-02-14,CA,1000,2741.0010792698536,100000,500000,90429,Male,Bachelor,Engineer,Divorced,22942.908819463482,45517.17489262987,2018-03-30,Collision,Parked Car,Minor,11,2,4,1,False,Honda,Truck,2012,Fog,0,0.0,0.0,0,6,1.05,1.0,1.2,9966.545916985575,0
109,50,PN00002575,2021-03-06,NY,250,3270.4245423043735,500000,500000,78667,Female,Bachelor,Manager,Widowed,25033.03799508304,30758.212209940626,2017-01-09,Collision,Side-swipe,Minor,0,2,2,1,True,Chevrolet,Truck,2006,Snow,0,0.0,0.0,0,11,1.1,1.2,1.5,9472.227711478461,1
41,67,PN00002576,2018-01-29,IL,2000,4811.155338603246,250000,250000,60018,Male,Bachelor,Teacher,Married,15428.903946738825,23588.18326972277,2016-03-06,Natural Disaster,Side-swipe,Major,12,3,3,3,False,Toyota,Coupe,2001,Clear,0,0.0,0.0,0,15,1.05,1.0,1.0,5955.249742753324,2
62,73,PN00002577,2016-05-27,TX,2000,1988.5451909315282,500000,100000,51619,Female,High School,Manager,Single,4324.744305612205,4037.1519498268062,2020-09-23,Theft,Parked Car,Major,10,4,4,2,True,Chevrolet,SUV,2016,Fog,0,0.0,0.0,1580,4,1.05,1.0,1.2,12830.747916829094,0
118,26,PN00002578,2022-01-04,TX,1000,3923.933234347735,500000,250000,78659,Female,Bachelor,Sales,Widowed,80972.41248038804,7237.81957885411,2016-04-24,Collision,Parked Car,Major,13,3,3,1,True,Ford,Convertible,2001,Clear,0,0.0,0.0,0,15,1.05,1.0,1.0,11114.397610418273,10
60,67,PN00002579,2018-05-25,IL,250,2891.1092881769823,100000,100000,66469,Female,High School,Teacher,Single,564.3536918647496,2673.4689826010904,2016-02-29,Collision,Side-swipe,Totaled,13,3,2,3,False,Toyota,Convertible,2023,Snow,0,0.0,0.0,0,-7,1.1,1.0,1.5,24103.77531675193,1
111,46,PN00002580,2021-11-21,NY,2000,1490.4046943911258,100000,500000,36435,Female,PhD,Sales,Married,46377.98619423298,35559.11977238021,2019-10-12,Collision,Parked Car,Minor,21,2,3,1,True,Toyota,SUV,2019,Fog,0,0.0,0.0,0,0,1.05,1.0,1.2,6675.50994186127,0
14,56,PN00002581,2020-12-25,NY,1000,3268.874431079416,500000,250000,82335,Female,PhD,Sales,Single,9196.718384568436,41554.56996349316,2018-02-26,Natural Disaster,Rear-end,Minor,13,4,2,0,True,BMW,Coupe,2006,Snow,0,0.0,0.0,0,12,1.1,1.0,1.5,11026.518195256514,0
120,62,PN00002582,2016-01-18,IL,500,4852.292802303667,250000,100000,97700,Male,High School,Clerical,Divorced,4479.534714555455,8221.947570916427,2023-08-17,Collision,Side-swipe,Totaled,2,1,1,1,False,Ford,Sedan,2001,Clear,1,4863.938288239031,4863.938288239031,2768,22,1.0,1.2,1.0,19051.380883272966,11
103,34,PN00002583,2020-08-20,FL,250,1059.387346630726,100000,500000,24507,Female,Master,Engineer,Widowed,93465.6928602169,16261.61725767532,2023-07-03,Collision,Head-on,Totaled,13,2,4,4,True,Chevrolet,Truck,2023,Fog,0,0.0,0.0,1047,0,1.0,1.0,1.2,12784.187431160275,0
89,73,PN00002584,2022-03-10,NY,2000,2782.7589404715304,500000,0,45133,Female,Bachelor,Manager,Divorced,82539.98286228848,23955.382843898504,2016-09-15,Natural Disaster,Rear-end,Totaled,0,1,4,1,True,Honda,Coupe,2000,Snow,0,0.0,0.0,0,16,1.05,1.2,1.5,12954.264001443506,5
84,63,PN00002585,2016-11-21,IL,2000,732.237593677377,100000,250000,30116,Female,PhD,Sales,Divorced,39487.625934352276,7139.326951088926,2018-06-22,Vandalism,Head-on,Major,8,4,4,3,False,Chevrolet,Sedan,2013,Rain,0,0.0,0.0,578,5,1.0,1.1,1.3,9409.770476532174,0
2,84,PN00002586,2021-08-21,IL,2000,1945.4733450336303,100000,100000,43256,Female,PhD,Clerical,Widowed,45859.37291336518,20809.56502720384,2017-01-30,Collision,Parked Car,Totaled,21,3,1,2,True,Toyota,Coupe,2021,Fog,0,0.0,0.0,0,-4,1.1,1.0,1.2,11085.035805479634,0
103,86,PN00002587,2021-07-06,TX,250,3292.7120491729606,1000000,100000,39322,Female,High School,Engineer,Single,86811.25590306985,48341.605407605195,2024-12-08,Vandalism,Parked Car,Minor,8,1,0,1,True,Chevrolet,Coupe,2006,Rain,0,0.0,0.0,1251,18,1.1,1.1,1.3,6067.231777049661,3
70,31,PN00002588,2016-09-23,IL,1000,4284.756212138396,250000,250000,61131,Male,Master,Teacher,Single,79683.69200038399,35957.40889218382,2023-06-13,Vandalism,Parked Car,Major,18,2,4,2,False,BMW,Truck,2013,Rain,0,0.0,0.0,2454,10,1.0,1.1,1.3,9690.261472559952,0
17,84,PN00002589,2016-12-02,CA,500,3786.4778977673195,500000,100000,56628,Male,Master,Sales,Married,69161.50041289769,8346.58953248617,2017-11-18,Vandalism,Head-on,Major,5,3,3,4,False,BMW,Coupe,2009,Rain,0,0.0,0.0,351,8,1.05,1.0,1.3,9098.096358089417,1
89,40,PN00002590,2022-05-22,TX,2000,2582.8555019696323,500000,0,42021,Male,Master,Clerical,Single,53656.53799623251,4940.728379033305,2024-02-13,Collision,Rear-end,Totaled,2,1,4,0,False,Toyota,SUV,2017,Fog,2,8159.801394071076,13645.316027539035,632,7,1.1,1.2,1.2,24865.85344491462,2
28,78,PN00002591,2022-01-01,TX,250,4591.50240696866,1000000,0,51665,Female,High School,Clerical,Single,60782.24373395642,22257.544321676458,2017-11-15,Collision,Side-swipe,Totaled,7,1,2,0,False,Honda,Coupe,2019,Snow,1,2427.970422200867,2427.970422200867,0,-2,1.05,1.1,1.5,26073.938482702135,0
66,40,PN00002592,2023-01-30,NY,2000,1862.2159926069678,500000,100000,91322,Male,High School,Clerical,Divorced,39335.835329455884,49397.5563735284,2016-06-29,Collision,Rear-end,Major,5,3,1,3,True,Honda,Convertible,2000,Snow,0,0.0,0.0,0,16,1.0,1.0,1.5,4717.471778773849,0
35,44,PN00002593,2021-10-14,FL,1000,3892.9253460132486,500000,250000,63706,Female,Bachelor,Teacher,Single,52809.70244026697,39664.12862168428,2020-08-29,Vandalism,Head-on,Major,8,3,0,4,False,Ford,Truck,2014,Clear,2,5880.971941645206,7402.04367579004,0,6,1.0,1.1,1.0,14537.643447110162,0
101,71,PN00002594,2018-10-14,NY,500,2633.0405978644812,1000000,100000,99620,Female,PhD,Engineer,Single,53969.7795627783,14656.170606405632,2021-09-30,Natural Disaster,Parked Car,Totaled,2,1,4,1,True,Honda,SUV,2017,Clear,3,10728.927280451835,13809.770809456377,1082,4,1.05,1.2,1.0,29032.936228908224,3
5,27,PN00002595,2021-04-27,CA,2000,4543.8608960274905,1000000,100000,83632,Female,PhD,Manager,Divorced,86483.96142626934,1314.035424174992,2017-03-17,Natural Disaster,Rear-end,Major,14,4,1,2,True,Toyota,SUV,2021,Snow,0,0.0,0.0,0,-4,1.05,1.0,1.5,9845.490009534371,1
65,33,PN00002596,2015-06-18,TX,250,4088.447697441921,500000,0,99840,Male,High School,Manager,Widowed,21865.405873362954,20564.446031130457,2019-09-01,Collision,Side-swipe,Major,12,4,4,4,True,Toyota,Convertible,2019,Clear,1,4038.626551872079,4038.626551872079,1536,0,1.05,1.0,1.0,16789.168894595678,0
40,58,PN00002597,2015-04-27,TX,1000,4556.613475881928,1000000,500000,82995,Female,PhD,Sales,Married,24662.163231454026,8026.8654368476855,2019-08-14,Theft,Side-swipe,Minor,23,3,3,0,False,BMW,Convertible,2010,Clear,1,5313.145099067274,5313.145099067274,1570,9,1.0,1.2,1.0,9689.957044423623,2
76,72,PN00002598,2015-11-29,IL,500,1464.1153202393302,100000,500000,31645,Male,Bachelor,Engineer,Widowed,21093.756909151394,9014.043062192623,2022-04-21,Natural Disaster,Rear-end,Totaled,3,4,4,3,True,Chevrolet,SUV,2022,Rain,0,0.0,0.0,2335,0,1.05,1.2,1.3,18414.314359581866,0
56,78,PN00002599,2015-07-06,FL,250,3506.6769445229356,100000,100000,80308,Male,High School,Sales,Widowed,57916.77741361126,8114.907992018589,2023-01-11,Theft,Parked Car,Minor,14,4,4,3,False,BMW,Sedan,2017,Snow,1,4593.935409319091,4593.935409319091,2746,6,1.1,1.0,1.5,8286.71666807767,2
36,66,PN00002600,2022-03-12,FL,2000,3823.08533636738,100000,250000,12693,Female,PhD,Manager,Widowed,69515.77153463029,35980.38297627186,2018-02-15,Vandalism,Head-on,Major,0,2,1,3,False,BMW,Convertible,2023,Snow,1,18194.801778662935,18194.801778662935,0,-5,1.1,1.2,1.5,23785.74933081173,0
45,69,PN00002601,2023-08-25,IL,250,3840.8641937716716,100000,0,56164,Female,Master,Teacher,Widowed,23850.25308839812,1792.070610467489,2023-01-02,Theft,Side-swipe,Major,4,3,3,0,False,Ford,SUV,2011,Rain,0,0.0,0.0,0,12,1.1,1.2,1.3,11069.29969504804,3
23,19,PN00002602,2021-06-20,CA,500,2768.002027103019,1000000,500000,74716,Female,High School,Engineer,Widowed,67696.153129257,28236.643350605213,2018-04-28,Theft,Side-swipe,Minor,13,3,2,2,True,Chevrolet,Coupe,2023,Snow,2,4324.33947625598,5771.560068256836,0,-5,1.05,1.0,1.5,10635.761106130301,0
47,67,PN00002603,2017-12-20,FL,1000,550.6273505657864,250000,100000,23477,Female,PhD,Engineer,Divorced,62809.112522968026,37626.04418968248,2022-01-27,Collision,Head-on,Major,9,4,2,2,True,Chevrolet,Sedan,2000,Clear,1,16020.41374325865,16020.41374325865,1499,22,1.1,1.1,1.0,6013.644206525324,0
31,60,PN00002604,2022-04-21,TX,1000,1676.4385274108372,250000,250000,63783,Male,PhD,Sales,Single,32107.817056351705,7820.456380849589,2020-06-06,Theft,Rear-end,Minor,17,2,4,4,True,Toyota,Convertible,2006,Rain,0,0.0,0.0,0,14,1.0,1.1,1.3,6860.351291144947,0
11,25,PN00002605,2017-05-13,CA,2000,1954.853937519715,500000,0,87329,Male,Bachelor,Sales,Single,22981.884318698376,44646.55058308761,2020-10-18,Vandalism,Parked Car,Major,20,1,1,2,False,Chevrolet,Coupe,2011,Snow,1,1488.7652827536679,1488.7652827536679,1254,9,1.05,1.0,1.5,10307.37223648951,0
10,76,PN00002606,2023-08-08,NY,2000,4334.164777767926,250000,500000,77231,Female,Bachelor,Teacher,Married,88180.59533308247,3906.7214953476923,2017-05-09,Collision,Parked Car,Totaled,0,2,1,0,True,Chevrolet,SUV,2013,Rain,0,0.0,0.0,0,4,1.05,1.2,1.3,18656.56696945158,2
67,82,PN00002607,2021-06-01,NY,2000,4283.9861769689915,100000,500000,13293,Male,Master,Engineer,Widowed,56966.88696410115,34135.30034263854,2018-08-09,Natural Disaster,Side-swipe,Minor,14,4,1,4,True,Honda,Convertible,2005,Snow,0,0.0,0.0,0,13,1.0,1.0,1.5,8003.747562693212,2
118,29,PN00002608,2019-09-03,CA,2000,971.0604681700247,1000000,500000,93557,Female,Master,Manager,Married,70389.92119315534,8598.223048487807,2018-05-25,Natural Disaster,Parked Car,Major,2,2,4,2,False,Chevrolet,Sedan,2021,Rain,0,0.0,0.0,0,-3,1.05,1.2,1.3,10046.837458175312,0
14,21,PN00002609,2021-12-06,TX,500,4774.261467970659,100000,250000,62057,Male,Master,Manager,Divorced,92533.88201716274,40301.58947998092,2017-03-09,Natural Disaster,Head-on,Major,13,3,3,0,False,Honda,Truck,2008,Snow,0,0.0,0.0,0,9,1.05,1.0,1.5,13644.097301336757,2
80,58,PN00002610,2022-03-02,NY,2000,1321.0586899317095,100000,250000,36951,Male,Bachelor,Clerical,Divorced,20539.755012575188,28569.89013731011,2019-12-31,Theft,Rear-end,Major,22,1,3,2,False,BMW,Truck,2020,Rain,0,0.0,0.0,0,-1,1.1,1.2,1.3,11871.27228300466,1
74,24,PN00002611,2015-05-05,TX,250,2364.617530854145,1000000,250000,31080,Male,PhD,Manager,Widowed,35055.426979127544,29460.29209546578,2019-08-17,Collision,Parked Car,Major,11,1,4,3,True,Chevrolet,Coupe,2003,Rain,0,0.0,0.0,1565,16,1.0,1.0,1.3,6238.695423816782,0
93,86,PN00002612,2020-08-01,IL,500,1468.2063474983993,100000,100000,13485,Male,High School,Clerical,Married,43445.00552521472,17301.125877279137,2017-12-12,Theft,Head-on,Minor,6,3,1,1,True,Chevrolet,Truck,2002,Fog,1,6240.6000921673,6240.6000921673,0,15,1.1,1.0,1.2,4033.2243176512584,4
10,86,PN00002613,2022-01-12,FL,500,4371.496109732108,100000,0,56212,Male,High School,Clerical,Widowed,23289.45107162901,14163.136631367857,2016-03-02,Collision,Parked Car,Minor,19,1,2,1,False,Toyota,Convertible,2006,Snow,0,0.0,0.0,0,10,1.05,1.0,1.5,11569.257931745366,0
76,47,PN00002614,2021-02-12,CA,2000,3872.3091433669033,1000000,100000,86547,Female,Bachelor,Sales,Widowed,84042.05397519651,23166.053478270067,2020-07-05,Theft,Head-on,Totaled,13,4,3,2,True,Ford,Truck,2012,Rain,0,0.0,0.0,0,8,1.0,1.0,1.3,12046.030746016004,3
94,23,PN00002615,2018-04-01,FL,500,2090.8796309951176,1000000,0,17346,Male,Bachelor,Manager,Divorced,8340.310909286063,37885.68861581067,2023-05-02,Collision,Head-on,Minor,18,4,4,1,False,Toyota,Sedan,2018,Fog,0,0.0,0.0,1857,5,1.05,1.1,1.2,9329.771026208953,0
105,36,PN00002616,2022-03-14,IL,250,3568.4538171172494,500000,250000,48889,Female,Bachelor,Clerical,Divorced,23915.943183866493,8410.990378210925,2019-07-19,Vandalism,Parked Car,Minor,3,4,3,4,False,Ford,Truck,2004,Clear,0,0.0,0.0,0,15,1.0,1.2,1.0,7147.92083714733,5
1,83,PN00002617,2018-05-22,NY,500,1329.6509787719406,500000,500000,67224,Male,Bachelor,Manager,Single,19103.4136398728,40813.473468864,2016-02-19,Theft,Parked Car,Totaled,19,1,1,3,False,Toyota,SUV,2014,Rain,1,23459.80270312799,23459.80270312799,0,2,1.1,1.0,1.3,15410.618529177102,0
5,27,PN00002618,2020-06-01,TX,500,2220.336915692007,100000,250000,80454,Male,High School,Manager,Married,95339.1728681884,23991.894936090273,2020-05-13,Vandalism,Rear-end,Totaled,12,2,4,3,False,BMW,Truck,2013,Fog,1,13339.329321236846,13339.329321236846,0,7,1.05,1.0,1.2,19403.85288155848,0
20,33,PN00002619,2017-09-30,TX,250,2196.984147521487,500000,100000,58754,Female,Master,Manager,Divorced,62735.41620862309,22610.69833117895,2018-05-21,Theft,Rear-end,Major,13,2,0,1,False,BMW,SUV,2000,Clear,0,0.0,0.0,233,18,1.05,1.0,1.0,6056.782171775569,0
8,54,PN00002620,2022-09-06,IL,250,1570.71506774629,250000,250000,87148,Female,High School,Teacher,Married,71621.52100616746,829.9157508206146,2021-02-22,Vandalism,Head-on,Totaled,7,2,2,1,False,Chevrolet,Convertible,2020,Rain,0,0.0,0.0,0,1,1.1,1.1,1.3,13827.949643278022,0
43,49,PN00002621,2019-07-22,CA,500,4443.404223122971,250000,250000,74875,Male,Bachelor,Clerical,Married,10842.110060894538,6209.762773539729,2018-06-20,Collision,Parked Car,Minor,17,3,2,0,True,Honda,Coupe,2007,Snow,0,0.0,0.0,0,11,1.0,1.1,1.5,12231.694508202114,0
